1,2025-12-11 12:00:00.000000
1,2025-12-11 12:00:00.758401
1,2025-12-11 12:00:01.481236
1,2025-12-11 12:00:02.183122
1,2025-12-11 12:00:02.884721
1,2025-12-11 12:00:03.619951
1,2025-12-11 12:00:04.313428
1,2025-12-11 12:00:04.972265
1,2025-12-11 12:00:05.724152
1,2025-12-11 12:00:06.438244
1,2025-12-11 12:00:07.109912
1,2025-12-11 12:00:07.766264
1,2025-12-11 12:00:08.401775
1,2025-12-11 12:00:09.072529
1,2025-12-11 12:00:09.807174
1,2025-12-11 12:00:10.541222
1,2025-12-11 12:00:11.242468
1,2025-12-11 12:00:11.950831
1,2025-12-11 12:00:12.649946
1,2025-12-11 12:00:13.356452
1,2025-12-11 12:00:14.043911
1,2025-12-11 12:00:14.762968
1,2025-12-11 12:00:15.471411
1,2025-12-11 12:00:16.142463
1,2025-12-11 12:00:16.820950
1,2025-12-11 12:00:17.505226
1,2025-12-11 12:00:18.230842
1,2025-12-11 12:00:18.898893
1,2025-12-11 12:00:19.627364
1,2025-12-11 12:00:20.374353
1,2025-12-11 12:00:21.141818
1,2025-12-11 12:00:21.837648
1,2025-12-11 12:00:22.598416
1,2025-12-11 12:00:23.288933
1,2025-12-11 12:00:23.933986
1,2025-12-11 12:00:24.671878
1,2025-12-11 12:00:25.328146
1,2025-12-11 12:00:26.045468
1,2025-12-11 12:00:26.701608
1,2025-12-11 12:00:27.407357
1,2025-12-11 12:00:28.145581
1,2025-12-11 12:00:28.788381
1,2025-12-11 12:00:29.494286
1,2025-12-11 12:00:30.192743
1,2025-12-11 12:00:30.909913
1,2025-12-11 12:00:31.584714
1,2025-12-11 12:00:32.364230
1,2025-12-11 12:00:33.062436
1,2025-12-11 12:00:33.788276
1,2025-12-11 12:00:34.484065
1,2025-12-11 12:00:35.151489
1,2025-12-11 12:00:35.893912
1,2025-12-11 12:00:36.600187
1,2025-12-11 12:00:37.333723
1,2025-12-11 12:00:38.113668
1,2025-12-11 12:00:38.864124
1,2025-12-11 12:00:39.531408
1,2025-12-11 12:00:40.300224
1,2025-12-11 12:00:40.963028
1,2025-12-11 12:00:41.674599
1,2025-12-11 12:00:42.375088
1,2025-12-11 12:00:43.059263
1,2025-12-11 12:00:43.808049
1,2025-12-11 12:00:44.479236
1,2025-12-11 12:00:45.206442
1,2025-12-11 12:00:45.944929
1,2025-12-11 12:00:46.698261
1,2025-12-11 12:00:47.378718
1,2025-12-11 12:00:48.050053
1,2025-12-11 12:00:48.765896
1,2025-12-11 12:00:49.518480
1,2025-12-11 12:00:50.215046
1,2025-12-11 12:00:50.880150
1,2025-12-11 12:00:51.574281
1,2025-12-11 12:00:52.313524
1,2025-12-11 12:00:53.012385
1,2025-12-11 12:00:53.719479
1,2025-12-11 12:00:54.425725
1,2025-12-11 12:00:55.082244
1,2025-12-11 12:00:55.744080
1,2025-12-11 12:00:56.414545
1,2025-12-11 12:00:57.088508
1,2025-12-11 12:00:57.866486
1,2025-12-11 12:00:58.584636
1,2025-12-11 12:00:59.318219
1,2025-12-11 12:01:00.076738
1,2025-12-11 12:01:00.810093
1,2025-12-11 12:01:01.455610
1,2025-12-11 12:01:02.130762
1,2025-12-11 12:01:02.745708
1,2025-12-11 12:01:03.468635
1,2025-12-11 12:01:04.159649
1,2025-12-11 12:01:04.881118
1,2025-12-11 12:01:05.544777
1,2025-12-11 12:01:06.263998
1,2025-12-11 12:01:06.981283
1,2025-12-11 12:01:07.723419
1,2025-12-11 12:01:08.467147
1,2025-12-11 12:01:09.225805
1,2025-12-11 12:01:09.949991
1,2025-12-11 12:01:10.696045
1,2025-12-11 12:01:11.392706
1,2025-12-11 12:01:12.133459
1,2025-12-11 12:01:12.801777
1,2025-12-11 12:01:13.466974
1,2025-12-11 12:01:14.177631
1,2025-12-11 12:01:14.874447
1,2025-12-11 12:01:15.526073
1,2025-12-11 12:01:16.268665
1,2025-12-11 12:01:17.033019
1,2025-12-11 12:01:17.735053
1,2025-12-11 12:01:18.460339
1,2025-12-11 12:01:19.137151
1,2025-12-11 12:01:19.857003
1,2025-12-11 12:01:20.577823
1,2025-12-11 12:01:21.244248
1,2025-12-11 12:01:21.982036
1,2025-12-11 12:01:22.706106
1,2025-12-11 12:01:23.430390
1,2025-12-11 12:01:24.156031
1,2025-12-11 12:01:24.862332
1,2025-12-11 12:01:25.558309
1,2025-12-11 12:01:26.278699
1,2025-12-11 12:01:26.944394
1,2025-12-11 12:01:27.692734
1,2025-12-11 12:01:28.378027
1,2025-12-11 12:01:29.109512
1,2025-12-11 12:01:29.862388
1,2025-12-11 12:01:30.546984
1,2025-12-11 12:01:31.248678
1,2025-12-11 12:01:31.898700
1,2025-12-11 12:01:32.589123
1,2025-12-11 12:01:33.289144
1,2025-12-11 12:01:33.976726
1,2025-12-11 12:01:34.675800
1,2025-12-11 12:01:35.374359
1,2025-12-11 12:01:36.140410
1,2025-12-11 12:01:36.840545
1,2025-12-11 12:01:37.540110
1,2025-12-11 12:01:38.186978
1,2025-12-11 12:01:38.899963
1,2025-12-11 12:01:39.542215
1,2025-12-11 12:01:40.227616
1,2025-12-11 12:01:40.942702
1,2025-12-11 12:01:41.658560
1,2025-12-11 12:01:42.395787
1,2025-12-11 12:01:43.153106
1,2025-12-11 12:01:43.921443
1,2025-12-11 12:01:44.627981
1,2025-12-11 12:01:45.324124
1,2025-12-11 12:01:46.004289
1,2025-12-11 12:01:46.697095
1,2025-12-11 12:01:47.380554
1,2025-12-11 12:01:48.062429
1,2025-12-11 12:01:48.730712
1,2025-12-11 12:01:49.435609
1,2025-12-11 12:01:50.095742
1,2025-12-11 12:01:50.804829
1,2025-12-11 12:01:51.508053
1,2025-12-11 12:01:52.232876
1,2025-12-11 12:01:52.951836
1,2025-12-11 12:01:53.638865
1,2025-12-11 12:01:54.393843
1,2025-12-11 12:01:55.101908
1,2025-12-11 12:01:55.763797
1,2025-12-11 12:01:56.465440
1,2025-12-11 12:01:57.153623
1,2025-12-11 12:01:57.846607
1,2025-12-11 12:01:58.571991
1,2025-12-11 12:01:59.242478
1,2025-12-11 12:01:59.928029
1,2025-12-11 12:02:00.636687
1,2025-12-11 12:02:01.380881
1,2025-12-11 12:02:02.075286
1,2025-12-11 12:02:02.791146
1,2025-12-11 12:02:03.538197
1,2025-12-11 12:02:04.276295
1,2025-12-11 12:02:05.041893
1,2025-12-11 12:02:05.733683
1,2025-12-11 12:02:06.460805
1,2025-12-11 12:02:07.125088
1,2025-12-11 12:02:07.876620
1,2025-12-11 12:02:08.563929
1,2025-12-11 12:02:09.205389
1,2025-12-11 12:02:09.935638
1,2025-12-11 12:02:10.609700
1,2025-12-11 12:02:11.345851
1,2025-12-11 12:02:12.069098
1,2025-12-11 12:02:12.757913
1,2025-12-11 12:02:13.471076
1,2025-12-11 12:02:14.169529
1,2025-12-11 12:02:14.844873
1,2025-12-11 12:02:15.578965
1,2025-12-11 12:02:16.295591
1,2025-12-11 12:02:16.971556
1,2025-12-11 12:02:17.702024
1,2025-12-11 12:02:18.390878
1,2025-12-11 12:02:19.077373
1,2025-12-11 12:02:19.796893
1,2025-12-11 12:02:20.476622
1,2025-12-11 12:02:21.147664
1,2025-12-11 12:02:21.867440
1,2025-12-11 12:02:22.513919
1,2025-12-11 12:02:23.262602
1,2025-12-11 12:02:23.982647
1,2025-12-11 12:02:24.740432
1,2025-12-11 12:02:25.466502
1,2025-12-11 12:02:26.179934
1,2025-12-11 12:02:26.946741
1,2025-12-11 12:02:27.684748
1,2025-12-11 12:02:28.370789
1,2025-12-11 12:02:29.057891
1,2025-12-11 12:02:29.744664
1,2025-12-11 12:02:30.482347
1,2025-12-11 12:02:31.217421
1,2025-12-11 12:02:31.931569
1,2025-12-11 12:02:32.658381
1,2025-12-11 12:02:33.411482
1,2025-12-11 12:02:34.047690
1,2025-12-11 12:02:34.732660
1,2025-12-11 12:02:35.442618
1,2025-12-11 12:02:36.170386
1,2025-12-11 12:02:36.946200
1,2025-12-11 12:02:37.600434
